Sample	Gene	Chr	Start	End	log2	CN	CNV.type	Weight
17332	CHEK2	22	28689134	28689216	0.604399	3	duplication	0.980417
17332	CHEK2	22	28694031	28694118	0.447951	3	duplication	0.992332
17332	CHEK2	22	28695126	28695243	0.569216	3	duplication	0.988675
17332	CHEK2	22	28695709	28695874	0.474848	3	duplication	0.991616
17332	CHEK2	22	28696900	28696988	0.572368	3	duplication	0.963215
17332	CHEK2	22	28699837	28699938	0.61058	3	duplication	0.97229
17332	CHEK2	22	28703504	28703567	0.420868	3	duplication	0.989667
17332	CHEK2	22	28710005	28710060	0.51875	3	duplication	0.986204
17332	CHEK2	22	28711908	28712018	0.698996	3	duplication	0.977766
17332	CHEK2	22	28719394	28719486	0.602107	3	duplication	0.990619
17332	CHEK2	22	28724976	28725125	0.484987	3	duplication	0.971608
17332	CHEK2	22	28725242	28725368	0.61387	3	duplication	0.990233
17333	PMS2	7	5978595	5978697	0.337534	3	duplication	0.859906
17333	BMPR1A	10	86756627	86756931	0.431415	3	duplication	0.843492
17333	BRCA1	17	43082403	43082576	-0.852363	1	deletion	0.98919
17334	ATM	11	108365081	108365219	0.353167	3	duplication	0.982288
17334	ATM	11	108365324	108365509	0.585705	3	duplication	0.992707
17335	MSH2	2	47414268	47414419	0.361841	3	duplication	0.973968
17335	MSH2	2	47470964	47471063	0.353538	3	duplication	0.971992
17335	MSH6	2	47805617	47805708	0.347683	3	duplication	0.9803
17335	MSH6	2	47806778	47806861	-0.602384	1	deletion	0.984753
17335	MLH1	3	37000954	37001054	0.333076	3	duplication	0.971443
17335	APC	5	112754890	112755026	-0.761822	1	deletion	0.988903
17335	APC	5	112801278	112801384	-0.724149	1	deletion	0.988381
17335	PMS2	7	5989799	5989956	0.318303	3	duplication	0.989191
17335	PTEN	10	87925512	87925558	-0.942684	1	deletion	0.968372
17335	PTEN	10	87931045	87931090	-1.32568	0	deletion	0.978564
17335	PTEN	10	87933012	87933252	-0.70172	1	deletion	0.993128
17335	ATM	11	108251836	108252032	-0.49746	1	deletion	0.988401
17335	ATM	11	108252816	108252913	-0.527931	1	deletion	0.983414
17335	ATM	11	108258985	108259076	0.34093	3	duplication	0.983996
17335	ATM	11	108279490	108279609	-0.435916	1	deletion	0.973875
17335	ATM	11	108301647	108301790	-0.472053	1	deletion	0.988569
17335	ATM	11	108302852	108303030	-0.531194	1	deletion	0.991079
17335	ATM	11	108310159	108310316	-0.45471	1	deletion	0.986805
17335	ATM	11	108325309	108325545	-0.610415	1	deletion	0.987303
17335	ATM	11	108334968	108335110	-0.443706	1	deletion	0.985794
17335	ATM	11	108347278	108347366	-0.60624	1	deletion	0.991069
17335	BRCA2	13	32316460	32316528	0.400298	3	duplication	0.983954
17335	BRCA2	13	32330918	32331031	0.386536	3	duplication	0.980278
17335	BRCA2	13	32344557	32344654	-0.621772	1	deletion	0.989553
17335	BRCA2	13	32346826	32346897	-0.695903	1	deletion	0.986603
17335	BRCA2	13	32354860	32355289	-1.00982	1	deletion	0.98846
17335	BRCA2	13	32356427	32356610	-0.80377	1	deletion	0.990602
17335	BRCA2	13	32357741	32357930	-0.868635	1	deletion	0.991894
17335	BRCA2	13	32370401	32370558	0.330484	3	duplication	0.98936
17335	RB1	13	48342598	48342715	-0.671949	1	deletion	0.982828
17335	RB1	13	48347824	48347864	-0.875546	1	deletion	0.955296
17335	RB1	13	48348955	48349024	-0.953731	1	deletion	0.966326
17335	RB1	13	48360016	48360128	-0.776782	1	deletion	0.991778
17335	RB1	13	48379593	48379651	0.591324	3	duplication	0.966168
17335	RB1	13	48380052	48380085	0.434041	3	duplication	0.924512
17335	RB1	13	48380164	48380242	0.310977	3	duplication	0.947627
17335	RB1	13	48452992	48453112	-0.701222	1	deletion	0.988591
17335	RB1	13	48476700	48476844	-0.531306	1	deletion	0.988142
17335	RB1	13	48477354	48477405	-0.443202	1	deletion	0.923832
17335	TP53	17	7676381	7676404	0.317251	3	duplication	0.975414
17335	NF1	17	31182507	31182666	-0.415949	1	deletion	0.988379
17335	NF1	17	31206239	31206372	-0.574399	1	deletion	0.983471
17335	NF1	17	31221849	31221930	-0.831793	1	deletion	0.97936
17335	NF1	17	31223443	31223568	-0.693221	1	deletion	0.984832
17335	NF1	17	31225094	31225251	-0.57424	1	deletion	0.990609
17335	NF1	17	31230259	31230383	-0.459738	1	deletion	0.983722
17335	NF1	17	31258343	31258503	-0.454514	1	deletion	0.984332
17335	NF1	17	31337367	31337583	-0.486666	1	deletion	0.990402
17335	NF1	17	31337818	31337881	-0.776366	1	deletion	0.986201
17335	NF1	17	31338024	31338140	-0.77856	1	deletion	0.9757
17335	NF1	17	31338703	31338806	-0.765527	1	deletion	0.988867
17335	NF1	17	31343008	31343136	0.337982	3	duplication	0.987603
17335	NF1	17	31349119	31349252	-0.482265	1	deletion	0.98941
17335	NF1	17	31350182	31350319	-0.420039	1	deletion	0.987114
17335	NF1	17	31356959	31357091	-0.407355	1	deletion	0.991634
17335	RAD51D	17	35107365	35107448	0.309745	3	duplication	0.983877
17335	BRCA1	17	43067607	43067696	0.342096	3	duplication	0.982604
17335	BRCA1	17	43124016	43124097	0.338375	3	duplication	0.981732
17335	RAD51C	17	58703195	58703330	0.314008	3	duplication	0.990272
17335	RAD51C	17	58709858	58709991	0.319446	3	duplication	0.986233
17335	RAD51C	17	58720745	58720813	0.358195	3	duplication	0.973762
17335	RAD51C	17	58724039	58724101	-0.58448	1	deletion	0.983944
17335	RAD51C	17	58732483	58732545	0.316521	3	duplication	0.975562
17335	RAD51C	17	58734117	58734223	0.349872	3	duplication	0.984333
17335	BRIP1	17	61693429	61693513	-0.576604	1	deletion	0.984954
17335	BRIP1	17	61780260	61780402	0.410328	3	duplication	0.977356
17335	BRIP1	17	61793596	61793730	-0.522863	1	deletion	0.992519
17335	BRIP1	17	61799099	61799300	-1.21545	0	deletion	0.988276
17335	BRIP1	17	61801252	61801475	-0.502646	1	deletion	0.989064
17335	BRIP1	17	61808466	61808758	-0.665609	1	deletion	0.986849
17335	SMAD4	18	51059865	51059917	-0.555063	1	deletion	0.937756
17335	CHEK2	22	28710005	28710060	0.320657	3	duplication	0.980447
17335	CHEK2	22	28719394	28719486	0.394614	3	duplication	0.986168
17336	MUTYH	1	45331419	45331557	-0.570281	1	deletion	0.799804
17336	EPCAM	2	47369505	47369582	0.484139	3	duplication	0.850654
17336	SDHD	11	112086907	112086960	-0.526976	1	deletion	0.947525
17336	HNF1A	12	120993519	120993707	-0.602401	1	deletion	0.782161
17336	RB1	13	48473359	48473391	-0.829625	1	deletion	0.991149
17336	RB1	13	48476700	48476844	-0.990768	1	deletion	0.991158
17336	RB1	13	48477354	48477405	-0.638074	1	deletion	0.928899
17336	RB1	13	48479997	48480072	-0.978844	1	deletion	0.984763
17336	BRCA1	17	43115725	43115780	0.304533	3	duplication	0.969038
17337	MUTYH	1	45331419	45331557	-0.633909	1	deletion	0.799528
17337	MLH1	3	36993547	36993664	0.326027	3	duplication	0.985498
17337	MLH1	3	36996618	36996710	0.607952	3	duplication	0.990626
17337	MLH1	3	37000954	37001054	0.610656	3	duplication	0.974738
17337	MLH1	3	37004400	37004475	0.617077	3	duplication	0.988509
17337	MLH1	3	37006990	37007064	0.500381	3	duplication	0.992255
17337	MLH1	3	37008813	37008906	0.78163	4	duplication	0.988303
17337	MLH1	3	37011819	37011863	0.591564	3	duplication	0.986659
17337	MLH1	3	37012010	37012100	0.648053	3	duplication	0.982811
17337	MLH1	3	37014431	37014545	0.65016	3	duplication	0.994856
17337	MLH1	3	37017505	37017600	0.707986	4	duplication	0.991656
17337	MLH1	3	37020309	37020464	0.638022	3	duplication	0.992156
17337	MLH1	3	37025636	37026008	0.51475	3	duplication	0.990814
17337	MLH1	3	37028783	37028933	0.523801	3	duplication	0.992808
17337	MLH1	3	37040185	37040295	0.81689	4	duplication	0.971055
17337	MLH1	3	37042267	37042332	0.688958	3	duplication	0.98363
17337	MLH1	3	37047518	37047684	0.519759	3	duplication	0.989417
17337	MLH1	3	37048516	37048610	0.612632	3	duplication	0.990425
17337	MLH1	3	37048903	37049018	0.622395	3	duplication	0.985101
17337	MLH1	3	37050485	37050654	0.489968	3	duplication	0.980767
17337	SDHD	11	112086907	112086960	-0.547054	1	deletion	0.947079
17337	HNF1A	12	120993519	120993707	-0.628669	1	deletion	0.781924
17337	RB1	13	48477354	48477405	0.326978	3	duplication	0.928445
17338	MUTYH	1	45331419	45331557	-0.409837	1	deletion	0.800012
17338	PMS2	7	5977587	5977758	0.307152	3	duplication	0.884919
17338	PMS2	7	5978595	5978697	0.366603	3	duplication	0.859363
17338	BMPR1A	10	86756627	86756931	0.310443	3	duplication	0.843178
17338	SDHD	11	112086907	112086960	-0.445202	1	deletion	0.94786
17338	NF1	17	31325819	31326253	-0.666699	1	deletion	0.982724
17338	NF1	17	31327498	31327840	-0.604114	1	deletion	0.993557
17338	NF1	17	31330295	31330499	-0.665552	1	deletion	0.993761
17338	NF1	17	31334837	31335032	-0.625388	1	deletion	0.990711
17338	NF1	17	31336332	31336474	-0.523252	1	deletion	0.987901
17338	NF1	17	31336634	31336915	-0.575393	1	deletion	0.985136
17338	NF1	17	31337367	31337583	-0.627664	1	deletion	0.99303
17338	NF1	17	31337818	31337881	-0.599114	1	deletion	0.991068
17338	NF1	17	31338024	31338140	-0.683458	1	deletion	0.979286
17338	NF1	17	31338703	31338806	-0.657225	1	deletion	0.992673
17338	NF1	17	31340504	31340646	-0.549295	1	deletion	0.985017
17338	NF1	17	31343008	31343136	-0.563916	1	deletion	0.991017
17338	NF1	17	31349119	31349252	-0.547263	1	deletion	0.992759
17338	NF1	17	31350182	31350319	-0.582237	1	deletion	0.990414
17338	NF1	17	31352256	31352415	-0.66084	1	deletion	0.973927
17338	NF1	17	31356459	31356583	-0.603527	1	deletion	0.991105
17338	NF1	17	31356959	31357091	-0.695453	1	deletion	0.994996
17338	NF1	17	31357268	31357370	-0.649543	1	deletion	0.976091
17338	NF1	17	31358479	31358623	-0.695643	1	deletion	0.990309
17338	NF1	17	31358968	31359016	-0.631103	1	deletion	0.948079
17338	NF1	17	31360486	31360704	-0.59652	1	deletion	0.995788
17339	SDHB	1	17018880	17018959	0.687692	3	duplication	0.937227
17339	SDHB	1	17023972	17024075	-0.445815	1	deletion	0.940982
17339	SDHB	1	17027748	17027866	0.961992	4	duplication	0.940249
17339	SDHB	1	17028599	17028737	0.594332	3	duplication	0.946461
17339	SDHB	1	17033059	17033146	0.744539	4	duplication	0.938742
17339	SDHB	1	17044760	17044889	-0.476164	1	deletion	0.936715
17339	MUTYH	1	45333096	45333171	0.43096	3	duplication	0.919642
17339	EPCAM	2	47373462	47373571	0.545318	3	duplication	0.94412
17339	EPCAM	2	47373807	47374049	-0.413066	1	deletion	0.946456
17339	EPCAM	2	47375233	47375300	0.919685	4	duplication	0.930133
17339	EPCAM	2	47377013	47377078	0.954548	4	duplication	0.920451
17339	EPCAM	2	47378952	47379055	0.68302	3	duplication	0.933867
17339	EPCAM	2	47385165	47385211	0.486013	3	duplication	0.91818
17339	MSH2	2	47410093	47410373	0.430356	3	duplication	0.962442
17339	MSH2	2	47445547	47445658	-0.507331	1	deletion	0.939614
17339	MSH2	2	47466657	47466809	0.514212	3	duplication	0.95551
17339	MSH2	2	47470964	47471063	0.622084	3	duplication	0.926809
17339	MSH2	2	47475024	47475271	0.723211	4	duplication	0.959721
17339	MSH2	2	47476366	47476572	-0.919573	1	deletion	0.959599
17339	MSH2	2	47478271	47478520	0.916349	4	duplication	0.937232
17339	MSH2	2	47480695	47480872	0.332573	3	duplication	0.957553
17339	MSH2	2	47482778	47482950	-0.495724	1	deletion	0.956396
17339	MSH6	2	47795893	47796064	0.411435	3	duplication	0.950063
17339	MSH6	2	47798610	47801156	-0.495298	1	deletion	0.970704
17339	MSH6	2	47805617	47805708	0.544889	3	duplication	0.933172
17339	MSH6	2	47806203	47806359	-0.588798	1	deletion	0.95183
17339	MSH6	2	47806451	47806652	-1.15386	0	deletion	0.957197
17339	MSH6	2	47806778	47806861	-0.957418	1	deletion	0.935406
17339	VHL	3	10146513	10146637	0.721104	4	duplication	0.944563
17339	MLH1	3	37006990	37007064	0.332947	3	duplication	0.936164
17339	MLH1	3	37008813	37008906	0.316096	3	duplication	0.938269
17339	MLH1	3	37011819	37011863	0.86303	4	duplication	0.913917
17339	MLH1	3	37017505	37017600	0.798651	4	duplication	0.942151
17339	MLH1	3	37025636	37026008	-0.568035	1	deletion	0.965797
17339	MLH1	3	37040185	37040295	-0.673634	1	deletion	0.925049
17339	MLH1	3	37050485	37050654	0.436534	3	duplication	0.94365
17339	BAP1	3	52402601	52402675	0.898741	4	duplication	0.933815
17339	BAP1	3	52402778	52402872	0.493054	3	duplication	0.940712
17339	BAP1	3	52408473	52408607	0.735478	4	duplication	0.946265
17339	APC	5	112766325	112766411	-0.480612	1	deletion	0.940069
17339	APC	5	112767188	112767391	-0.623544	1	deletion	0.961141
17339	APC	5	112775628	112775738	-0.847353	1	deletion	0.941236
17339	APC	5	112780789	112780904	-0.553364	1	deletion	0.932937
17339	APC	5	112792445	112792530	0.585492	3	duplication	0.924059
17339	APC	5	112821895	112821992	-0.411625	1	deletion	0.932042
17339	APC	5	112827107	112827248	-0.886023	1	deletion	0.936261
17339	APC	5	112828855	112828973	0.377062	3	duplication	0.947717
17339	APC	5	112834950	112835166	0.697548	3	duplication	0.952373
17339	APC	5	112837552	112844127	-0.983361	1	deletion	0.977299
17339	PMS2	7	5973398	5973543	0.600318	3	duplication	0.937485
17339	PMS2	7	5986758	5987621	0.723875	4	duplication	0.978786
17339	PMS2	7	5995533	5995634	0.553286	3	duplication	0.934829
17339	PMS2	7	5997325	5997424	0.3497	3	duplication	0.937118
17339	PMS2	7	5999107	5999276	0.960556	4	duplication	0.955283
17339	PMS2	7	6003689	6003793	-0.518103	1	deletion	0.942419
17339	BMPR1A	10	86838853	86838991	0.348126	3	duplication	0.949012
17339	BMPR1A	10	86876018	86876086	0.68104	3	duplication	0.924158
17339	BMPR1A	10	86890061	86890225	-0.5811	1	deletion	0.949029
17339	BMPR1A	10	86892126	86892230	0.565202	3	duplication	0.944297
17339	BMPR1A	10	86912239	86912385	-0.713523	1	deletion	0.954545
17339	BMPR1A	10	86917133	86917327	0.410851	3	duplication	0.957263
17339	BMPR1A	10	86919171	86919470	0.430627	3	duplication	0.964455
17339	BMPR1A	10	86921519	86921696	-0.432328	1	deletion	0.953971
17339	BMPR1A	10	86923593	86923720	-0.64724	1	deletion	0.951044
17339	PTEN	10	87894024	87894110	-0.836954	1	deletion	0.940655
17339	PTEN	10	87933012	87933252	-0.974335	1	deletion	0.964109
17339	PTEN	10	87957852	87958020	-0.497025	1	deletion	0.953984
17339	PTEN	10	87960893	87961119	-0.635313	1	deletion	0.961554
17339	MEN1	11	64807178	64807220	0.463977	3	duplication	0.85425
17339	ATM	11	108227775	108227889	0.368889	3	duplication	0.930692
17339	ATM	11	108246963	108247128	0.502339	3	duplication	0.954629
17339	ATM	11	108248932	108249103	0.427284	3	duplication	0.952934
17339	ATM	11	108251836	108252032	-1.05221	1	deletion	0.956289
17339	ATM	11	108252816	108252913	-1.05436	1	deletion	0.937767
17339	ATM	11	108253813	108254040	-0.511588	1	deletion	0.962516
17339	ATM	11	108256214	108256341	0.347587	3	duplication	0.951867
17339	ATM	11	108257480	108257607	0.322908	3	duplication	0.947278
17339	ATM	11	108258985	108259076	0.886275	4	duplication	0.936868
17339	ATM	11	108267170	108267343	0.494819	3	duplication	0.958833
17339	ATM	11	108268409	108268610	0.321039	3	duplication	0.954951
17339	ATM	11	108271063	108271147	0.707225	4	duplication	0.939982
17339	ATM	11	108271250	108271407	0.635514	3	duplication	0.953085
17339	ATM	11	108272721	108272853	-0.480263	1	deletion	0.953065
17339	ATM	11	108279490	108279609	-1.44594	0	deletion	0.932663
17339	ATM	11	108282709	108282880	0.31685	3	duplication	0.947566
17339	ATM	11	108284226	108284474	-0.546853	1	deletion	0.961972
17339	ATM	11	108292618	108292794	-0.945975	1	deletion	0.9578
17339	ATM	11	108294926	108295060	0.328396	3	duplication	0.94624
17339	ATM	11	108301647	108301790	-1.04739	1	deletion	0.950974
17339	ATM	11	108302852	108303030	-1.29509	0	deletion	0.957382
17339	ATM	11	108310159	108310316	-0.773205	1	deletion	0.950925
17339	ATM	11	108317372	108317522	0.818144	4	duplication	0.945962
17339	ATM	11	108325309	108325545	-0.910889	1	deletion	0.958039
17339	ATM	11	108326057	108326226	-0.674429	1	deletion	0.956596
17339	ATM	11	108327644	108327759	0.367984	3	duplication	0.941046
17339	ATM	11	108329020	108329239	0.927554	4	duplication	0.961148
17339	ATM	11	108332761	108332901	0.680871	3	duplication	0.947135
17339	ATM	11	108333885	108333969	-0.840288	1	deletion	0.939193
17339	ATM	11	108334968	108335110	-1.35523	0	deletion	0.948067
17339	ATM	11	108335844	108335962	-0.553218	1	deletion	0.943036
17339	ATM	11	108343221	108343372	-1.21679	0	deletion	0.95073
17339	ATM	11	108345742	108345909	-1.12628	0	deletion	0.955381
17339	ATM	11	108347278	108347366	-1.31061	0	deletion	0.943144
17339	ATM	11	108353765	108353881	-0.666111	1	deletion	0.943575
17339	ATM	11	108365324	108365509	0.611783	3	duplication	0.956332
17339	SDHD	11	112086907	112086960	-0.509198	1	deletion	0.8808
17339	SDHD	11	112088866	112089012	-0.530069	1	deletion	0.946918
17339	BRCA2	13	32315462	32315679	-0.417948	1	deletion	0.917667
17339	BRCA2	13	32316460	32316528	0.991133	4	duplication	0.929435
17339	BRCA2	13	32319076	32319326	0.716653	4	duplication	0.964649
17339	BRCA2	13	32325075	32325185	0.72537	4	duplication	0.942441
17339	BRCA2	13	32326241	32326283	0.816449	4	duplication	0.916101
17339	BRCA2	13	32326498	32326614	0.340446	3	duplication	0.943921
17339	BRCA2	13	32329442	32329493	-0.494502	1	deletion	0.923144
17339	BRCA2	13	32330918	32331031	0.356942	3	duplication	0.937986
17339	BRCA2	13	32332271	32333388	-0.54122	1	deletion	0.972356
17339	BRCA2	13	32336264	32341197	-0.974575	1	deletion	0.975608
17339	BRCA2	13	32344557	32344654	-1.23794	0	deletion	0.943906
17339	BRCA2	13	32346826	32346897	-1.42352	0	deletion	0.933248
17339	BRCA2	13	32356427	32356610	0.597276	3	duplication	0.957368
17339	BRCA2	13	32357741	32357930	0.69591	3	duplication	0.959192
17339	BRCA2	13	32362522	32362694	-0.592075	1	deletion	0.951758
17339	BRCA2	13	32363178	32363534	-1.41177	0	deletion	0.965256
17339	BRCA2	13	32370401	32370558	0.350429	3	duplication	0.95348
17339	BRCA2	13	32376669	32376792	0.436404	3	duplication	0.945927
17339	BRCA2	13	32394688	32394934	-0.668546	1	deletion	0.964769
17339	BRCA2	13	32398161	32398771	-0.86013	1	deletion	0.968379
17339	RB1	13	48307279	48307407	0.377094	3	duplication	0.945942
17339	RB1	13	48342598	48342715	-1.31009	0	deletion	0.941265
17339	RB1	13	48360016	48360128	-1.111	0	deletion	0.949297
17339	RB1	13	48362814	48362958	0.334627	3	duplication	0.941751
17339	RB1	13	48364893	48364972	-1.15914	0	deletion	0.936013
17339	RB1	13	48367493	48367604	0.596634	3	duplication	0.946741
17339	RB1	13	48368526	48368605	0.812438	4	duplication	0.937928
17339	RB1	13	48380052	48380085	0.758887	4	duplication	0.846251
17339	RB1	13	48380164	48380242	0.743313	4	duplication	0.896723
17339	RB1	13	48381246	48381444	-0.760459	1	deletion	0.952819
17339	RB1	13	48452992	48453112	-1.40289	0	deletion	0.947551
17339	RB1	13	48456203	48456350	0.681706	3	duplication	0.942847
17339	RB1	13	48463730	48463836	-0.406928	1	deletion	0.938559
17339	RB1	13	48464997	48465112	0.793483	4	duplication	0.946091
17339	RB1	13	48465204	48465369	0.581938	3	duplication	0.95461
17339	RB1	13	48473359	48473391	-1.17602	0	deletion	0.905278
17339	RB1	13	48479997	48480072	-0.925606	1	deletion	0.928672
17339	PALB2	16	23614003	23614092	0.548397	3	duplication	0.942707
17339	PALB2	16	23621361	23621479	0.353943	3	duplication	0.91891
17339	PALB2	16	23622968	23623131	0.50925	3	duplication	0.949755
17339	PALB2	16	23624008	23624095	0.663797	3	duplication	0.926862
17339	PALB2	16	23626235	23626398	0.660724	3	duplication	0.95676
17339	PALB2	16	23637849	23637953	0.425211	3	duplication	0.943281
17339	PALB2	16	23638069	23638130	0.310814	3	duplication	0.925701
17339	CDH1	16	68737415	68737464	-0.419365	1	deletion	0.835556
17339	CDH1	16	68808423	68808568	-0.642889	1	deletion	0.951359
17339	CDH1	16	68810196	68810342	0.709767	4	duplication	0.95399
17339	CDH1	16	68812134	68812264	0.391064	3	duplication	0.948122
17339	CDH1	16	68813312	68813496	0.877896	4	duplication	0.947859
17339	CDH1	16	68822000	68822226	0.373329	3	duplication	0.956176
17339	CDH1	16	68823398	68823627	0.570399	3	duplication	0.962482
17339	CDH1	16	68828173	68828305	-0.491839	1	deletion	0.946567
17339	TP53	17	7669608	7669691	0.751933	4	duplication	0.934845
17339	TP53	17	7674180	7674291	0.331513	3	duplication	0.941539
17339	TP53	17	7674858	7674972	0.485015	3	duplication	0.942816
17339	TP53	17	7676381	7676404	0.993097	4	duplication	0.881671
17339	NF1	17	31159009	31159094	-0.40238	1	deletion	0.937866
17339	NF1	17	31163185	31163377	-0.593966	1	deletion	0.951438
17339	NF1	17	31169890	31169998	-0.976632	1	deletion	0.92835
17339	NF1	17	31181421	31181490	-0.945697	1	deletion	0.933186
17339	NF1	17	31181709	31181786	-1.34219	0	deletion	0.921504
17339	NF1	17	31182507	31182666	-0.980183	1	deletion	0.952726
17339	NF1	17	31201036	31201160	-0.869758	1	deletion	0.950647
17339	NF1	17	31201410	31201486	-1.03931	1	deletion	0.923068
17339	NF1	17	31219004	31219119	-0.44093	1	deletion	0.93985
17339	NF1	17	31226434	31226685	-0.775452	1	deletion	0.960882
17339	NF1	17	31227522	31227607	-0.9085	1	deletion	0.93597
17339	NF1	17	31229024	31229466	-1.21974	0	deletion	0.956514
17339	NF1	17	31229834	31229975	-1.04715	1	deletion	0.934496
17339	NF1	17	31230259	31230383	-1.42881	0	deletion	0.943349
17339	NF1	17	31230841	31230926	-1.36252	0	deletion	0.932373
17339	NF1	17	31232072	31232190	-1.19779	0	deletion	0.929032
17339	NF1	17	31232699	31232882	-0.412714	1	deletion	0.946217
17339	NF1	17	31248983	31249120	-0.789242	1	deletion	0.94935
17339	NF1	17	31252937	31253001	-1.24584	0	deletion	0.929959
17339	NF1	17	31259031	31259130	-1.29873	0	deletion	0.940634
17339	NF1	17	31261710	31261858	-0.565402	1	deletion	0.947836
17339	NF1	17	31325819	31326253	0.695124	3	duplication	0.959289
17339	NF1	17	31330295	31330499	-1.35817	0	deletion	0.959581
17339	NF1	17	31334837	31335032	0.709156	4	duplication	0.95575
17339	NF1	17	31337367	31337583	-1.1471	0	deletion	0.959813
17339	NF1	17	31338703	31338806	-1.47236	0	deletion	0.944569
17339	NF1	17	31340504	31340646	-1.21437	0	deletion	0.944048
17339	NF1	17	31343008	31343136	0.317428	3	duplication	0.947866
17339	NF1	17	31349119	31349252	-1.43793	0	deletion	0.950427
17339	NF1	17	31350182	31350319	-0.488314	1	deletion	0.948704
17339	NF1	17	31352256	31352415	-0.549496	1	deletion	0.935211
17339	NF1	17	31356459	31356583	-0.901064	1	deletion	0.947264
17339	NF1	17	31356959	31357091	-1.12696	0	deletion	0.952504
17339	NF1	17	31357268	31357370	-0.995489	1	deletion	0.927752
17339	NF1	17	31358479	31358623	-0.744759	1	deletion	0.949626
17339	NF1	17	31358968	31359016	-0.737699	1	deletion	0.877613
17339	NF1	17	31360486	31360704	-0.764226	1	deletion	0.962723
17339	NF1	17	31374012	31374156	-1.19439	0	deletion	0.940393
17339	RAD51D	17	35106385	35106482	-0.464334	1	deletion	0.938545
17339	RAD51D	17	35107365	35107448	0.58409	3	duplication	0.93453
17339	RAD51D	17	35119110	35119173	0.861911	4	duplication	0.925039
17339	BRCA1	17	43049120	43049195	0.685234	3	duplication	0.927453
17339	BRCA1	17	43057051	43057136	0.722782	4	duplication	0.932914
17339	BRCA1	17	43063332	43063374	0.369994	3	duplication	0.898189
17339	BRCA1	17	43076487	43076615	0.329415	3	duplication	0.953183
17339	BRCA1	17	43082403	43082576	-0.737571	1	deletion	0.951656
17339	BRCA1	17	43090943	43091033	-0.618939	1	deletion	0.940409
17339	BRCA1	17	43091434	43094861	-0.890522	1	deletion	0.953969
17339	BRCA1	17	43095845	43095923	0.697249	3	duplication	0.933192
17339	BRCA1	17	43104121	43104262	0.53236	3	duplication	0.94767
17339	BRCA1	17	43106455	43106534	0.715737	4	duplication	0.928973
17339	BRCA1	17	43115725	43115780	0.659331	3	duplication	0.903538
17339	BRCA1	17	43124016	43124097	0.871721	4	duplication	0.93178
17339	RAD51C	17	58694930	58695190	0.573563	3	duplication	0.962585
17339	RAD51C	17	58696692	58696860	0.71619	4	duplication	0.954822
17339	RAD51C	17	58703195	58703330	0.721154	4	duplication	0.951579
17339	RAD51C	17	58709858	58709991	0.813891	4	duplication	0.94725
17339	RAD51C	17	58724039	58724101	-1.4237	0	deletion	0.926848
17339	RAD51C	17	58732483	58732545	0.523427	3	duplication	0.918466
17339	RAD51C	17	58734117	58734223	0.567918	3	duplication	0.940667
17339	BRIP1	17	61683295	61684141	-0.453536	1	deletion	0.971571
17339	BRIP1	17	61685835	61686166	-0.997285	1	deletion	0.960532
17339	BRIP1	17	61693429	61693513	-0.719989	1	deletion	0.935901
17339	BRIP1	17	61743012	61743135	-0.522672	1	deletion	0.947023
17339	BRIP1	17	61744431	61744592	0.438039	3	duplication	0.951053
17339	BRIP1	17	61776400	61776563	-0.481099	1	deletion	0.949776
17339	BRIP1	17	61780260	61780402	0.507074	3	duplication	0.939629
17339	BRIP1	17	61780839	61781006	0.392311	3	duplication	0.950968
17339	BRIP1	17	61784269	61784425	-0.576291	1	deletion	0.953756
17339	BRIP1	17	61793596	61793730	-1.45872	0	deletion	0.953682
17339	BRIP1	17	61801252	61801475	-1.11512	0	deletion	0.958958
17339	BRIP1	17	61808466	61808758	-1.26087	0	deletion	0.96054
17339	BRIP1	17	61857057	61857232	-0.407269	1	deletion	0.956005
17339	BRIP1	17	61859795	61859908	0.41559	3	duplication	0.94669
17339	SMAD4	18	51054780	51054994	-1.25282	0	deletion	0.961685
17339	SMAD4	18	51058124	51058245	-0.701204	1	deletion	0.949041
17339	SMAD4	18	51058339	51058457	-1.07397	1	deletion	0.942138
17339	SMAD4	18	51065422	51065607	-0.535077	1	deletion	0.952534
17339	SMAD4	18	51067018	51067188	0.432324	3	duplication	0.953129
17339	SMAD4	18	51078255	51078468	-1.11259	0	deletion	0.957296
17339	POLD1_S478N	19	50406444	50406468	0.377362	3	duplication	0.879806
17339	CHEK2	22	28689134	28689216	0.538652	3	duplication	0.926055
17339	CHEK2	22	28696900	28696988	0.869721	4	duplication	0.910739
17339	CHEK2	22	28703504	28703567	0.49362	3	duplication	0.927646
17339	CHEK2	22	28710005	28710060	0.771003	4	duplication	0.919827
17339	CHEK2	22	28711908	28712018	-1.27453	0	deletion	0.93083
17339	CHEK2	22	28719394	28719486	0.734459	4	duplication	0.939296
17339	CHEK2	22	28724976	28725125	0.90264	4	duplication	0.931279
17339	CHEK2	22	28725242	28725368	0.991713	4	duplication	0.946378
17340	MUTYH	1	45331419	45331557	-0.978401	1	deletion	0.798032
17340	MUTYH	1	45332917	45332960	-0.482818	1	deletion	0.969601
17340	MUTYH	1	45333096	45333171	-0.423898	1	deletion	0.973329
17340	MUTYH	1	45340218	45340255	0.570452	3	duplication	0.930168
17340	EPCAM	2	47369505	47369582	0.579429	3	duplication	0.848282
