Sample	Gene	Chr	Start	End	log2	CN	CNV.type	Weight
17326	NF1	17	31214450	31214586	0.233385	3	duplication	0.984222
17326	BRCA1	17	43049120	43049195	-1.06838	1	deletion	0.984346
17326	BRIP1	17	61715950	61716064	0.285897	3	duplication	0.981288
17326	CHEK2	22	28711908	28712018	0.280029	3	duplication	0.977808
17326	CHEK2	22	28719394	28719486	0.27274	3	duplication	0.990665
17327	MUTYH	1	45331419	45331557	-0.273627	1	deletion	0.800514
17327	BAP1	3	52406828	52406908	0.291485	3	duplication	0.961209
17327	APC	5	112775628	112775738	0.239873	3	duplication	0.988346
17327	PMS2	7	5977587	5977758	-0.302928	1	deletion	0.88537
17327	ATM	11	108227624	108227697	-0.262052	1	deletion	0.986168
17327	HNF1A	12	120993519	120993707	-0.383307	1	deletion	0.782769
17327	NF1	17	31200421	31200596	0.217251	3	duplication	0.992248
17327	NF1	17	31230841	31230926	0.206667	3	duplication	0.985965
17327	BRCA1	17	43045677	43045803	0.228073	3	duplication	0.966318
17327	STK11	19	1219323	1219414	0.250363	3	duplication	0.971802
17328	MUTYH	1	45331419	45331557	-0.490758	1	deletion	0.8002
17328	MSH2	2	47470964	47471063	0.206899	3	duplication	0.976097
17328	APC	5	112827107	112827248	-0.263928	1	deletion	0.977561
17328	PMS2	7	5977587	5977758	0.243711	3	duplication	0.885088
17328	PMS2	7	5978595	5978697	0.419762	3	duplication	0.859582
17328	PTEN	10	87925512	87925558	0.218077	3	duplication	0.974394
17328	MEN1	11	64807178	64807220	-0.252318	1	deletion	0.929923
17328	HNF1A	12	120993519	120993707	-0.508458	1	deletion	0.7825
17328	BRCA2	13	32379316	32379516	-0.295338	1	deletion	0.943162
17328	RB1	13	48347824	48347864	0.265595	3	duplication	0.961753
17328	RB1	13	48348955	48349024	0.24127	3	duplication	0.971242
17328	RB1	13	48459687	48459834	0.208822	3	duplication	0.989133
17328	RB1	13	48477354	48477405	0.217859	3	duplication	0.92955
17328	TP53	17	7670608	7670716	-0.412368	1	deletion	0.96847
17328	RAD51D	17	35119110	35119173	0.204626	3	duplication	0.986825
17328	BRCA1	17	43047642	43047704	-0.277581	1	deletion	0.983316
17328	POLD1_S478N	19	50406444	50406468	0.231277	3	duplication	0.979911
17329	VHL	3	10141847	10142188	-0.312976	1	deletion	0.9617
17329	PMS2	7	5977587	5977758	-0.285836	1	deletion	0.885397
17329	ATM	11	108312410	108312499	0.201647	3	duplication	0.98699
17329	HNF1A	12	120993519	120993707	-0.255005	1	deletion	0.782795
17329	SMAD4	18	51059865	51059917	0.269051	3	duplication	0.94398
17329	STK11	19	1219323	1219414	0.279955	3	duplication	0.97184
17330	SDHB	1	17027748	17027866	-0.310153	1	deletion	0.985713
17330	MUTYH	1	45340218	45340255	0.220933	3	duplication	0.934922
17330	MLH1	3	37012010	37012100	0.213872	3	duplication	0.984007
17330	APC	5	112792445	112792530	0.216646	3	duplication	0.977625
17330	PMS2	7	5977587	5977758	0.21735	3	duplication	0.885352
17330	PMS2	7	5978595	5978697	0.263701	3	duplication	0.859924
17330	BMPR1A	10	86756627	86756931	0.41838	3	duplication	0.843503
17330	HNF1A	12	120993519	120993707	-0.26888	1	deletion	0.782752
17330	HNF1A	12	120996540	120996743	0.235479	3	duplication	0.981638
17330	RB1	13	48379593	48379651	0.219424	3	duplication	0.971983
17330	NF1	17	31232072	31232190	0.232021	3	duplication	0.974495
17330	NF1	17	31358968	31359016	0.264495	3	duplication	0.948896
17330	SMAD4	18	51048685	51048861	0.216114	3	duplication	0.993185
17330	SMAD4	18	51059865	51059917	0.205436	3	duplication	0.943898
17330	STK11	19	1219323	1219414	0.24704	3	duplication	0.971778
17331	SDHB	1	17028599	17028737	-0.28669	1	deletion	0.98803
17331	MUTYH	1	45331419	45331557	-0.330885	1	deletion	0.800023
17331	MUTYH	1	45333096	45333171	-0.310532	1	deletion	0.976029
17331	EPCAM	2	47379768	47379970	-0.320749	1	deletion	0.957155
17331	MSH6	2	47790926	47791124	0.202871	3	duplication	0.993883
17331	BAP1	3	52407173	52407317	-0.27353	1	deletion	0.984518
17331	APC	5	112780789	112780904	0.215114	3	duplication	0.978473
17331	PMS2	7	5995533	5995634	-0.872396	1	deletion	0.983419
17331	PMS2	7	5997325	5997424	-0.942482	1	deletion	0.986197
17331	PMS2	7	5999107	5999276	-1.0119	1	deletion	0.992846
17331	BMPR1A	10	86756627	86756931	0.421735	3	duplication	0.843185
17331	MEN1	11	64804333	64804817	0.221648	3	duplication	0.984486
17331	ATM	11	108227775	108227889	0.255747	3	duplication	0.976427
17331	ATM	11	108279490	108279609	0.233408	3	duplication	0.977427
17331	RB1	13	48348955	48349024	0.204333	3	duplication	0.970991
17331	RB1	13	48362814	48362958	-0.282595	1	deletion	0.982445
17331	RB1	13	48380052	48380085	0.208365	3	duplication	0.931258
17331	RB1	13	48380164	48380242	0.207301	3	duplication	0.952014
17331	NF1	17	31095309	31095370	-0.252986	1	deletion	0.960189
17331	NF1	17	31358968	31359016	0.230519	3	duplication	0.948097
17331	CHEK2	22	28711908	28712018	0.236227	3	duplication	0.97739
17331	CHEK2	22	28741757	28741856	0.228756	3	duplication	0.95421
17332	MUTYH	1	45331419	45331557	-0.383976	1	deletion	0.800358
17332	EPCAM	2	47369505	47369582	0.411354	3	duplication	0.851396
17332	BAP1	3	52409713	52409744	-0.257363	1	deletion	0.972788
17332	PMS2	7	5977587	5977758	0.342543	3	duplication	0.88523
17332	PMS2	7	5978595	5978697	0.413594	3	duplication	0.859766
17332	BMPR1A	10	86756627	86756931	0.539754	3	duplication	0.843411
17332	MEN1	11	64804333	64804817	0.203407	3	duplication	0.984666
17332	HNF1A	12	120993519	120993707	-0.388466	1	deletion	0.782635
17332	RB1	13	48380164	48380242	0.22327	3	duplication	0.952461
17332	NF1	17	31232072	31232190	0.230014	3	duplication	0.974349
17332	BRIP1	17	61863272	61863406	0.215336	3	duplication	0.967752
17332	CHEK2	22	28687896	28687987	0.703224	4	duplication	0.975425
17332	CHEK2	22	28689134	28689216	0.604399	3	duplication	0.980417
17332	CHEK2	22	28694031	28694118	0.447951	3	duplication	0.992332
17332	CHEK2	22	28695126	28695243	0.569216	3	duplication	0.988675
17332	CHEK2	22	28695709	28695874	0.474848	3	duplication	0.991616
17332	CHEK2	22	28696900	28696988	0.572368	3	duplication	0.963215
17332	CHEK2	22	28699837	28699938	0.61058	3	duplication	0.97229
17332	CHEK2	22	28703504	28703567	0.420868	3	duplication	0.989667
17332	CHEK2	22	28710005	28710060	0.51875	3	duplication	0.986204
17332	CHEK2	22	28711908	28712018	0.698996	3	duplication	0.977766
17332	CHEK2	22	28719394	28719486	0.602107	3	duplication	0.990619
17332	CHEK2	22	28724976	28725125	0.484987	3	duplication	0.971608
17332	CHEK2	22	28725242	28725368	0.61387	3	duplication	0.990233
17333	PMS2	7	5978595	5978697	0.337534	3	duplication	0.859906
17333	BMPR1A	10	86756627	86756931	0.431415	3	duplication	0.843492
17333	BRCA1	17	43082403	43082576	-0.852363	1	deletion	0.98919
17333	BRIP1	17	61715950	61716064	0.203105	3	duplication	0.981379
17334	MUTYH	1	45331419	45331557	-0.276131	1	deletion	0.80057
17334	ATM	11	108293312	108293478	0.206801	3	duplication	0.989558
17334	ATM	11	108365081	108365219	0.353167	3	duplication	0.982288
17334	ATM	11	108365324	108365509	0.585705	3	duplication	0.992707
17334	BRIP1	17	61715950	61716064	0.217638	3	duplication	0.98148
17334	SMAD4	18	51049294	51049325	0.222104	3	duplication	0.983905
17335	SDHB	1	17018880	17018959	0.243546	3	duplication	0.987808
17335	SDHB	1	17027748	17027866	0.269347	3	duplication	0.981636
17335	SDHB	1	17028599	17028737	0.237586	3	duplication	0.984731
17335	SDHB	1	17033059	17033146	0.256593	3	duplication	0.986942
17335	MUTYH	1	45331419	45331557	-0.297799	1	deletion	0.796724
17335	EPCAM	2	47373462	47373571	0.205472	3	duplication	0.987181
17335	EPCAM	2	47377013	47377078	0.291112	3	duplication	0.976214
17335	EPCAM	2	47385165	47385211	0.223967	3	duplication	0.984466
17335	MSH2	2	47412413	47412561	0.276798	3	duplication	0.99028
17335	MSH2	2	47414268	47414419	0.361841	3	duplication	0.973968
17335	MSH2	2	47470964	47471063	0.353538	3	duplication	0.971992
17335	MSH6	2	47805617	47805708	0.347683	3	duplication	0.9803
17335	MSH6	2	47806203	47806359	-0.257744	1	deletion	0.987825
17335	MSH6	2	47806451	47806652	-0.255847	1	deletion	0.988908
17335	MSH6	2	47806778	47806861	-0.602384	1	deletion	0.984753
17335	MLH1	3	37000954	37001054	0.333076	3	duplication	0.971443
17335	MLH1	3	37017505	37017600	0.281606	3	duplication	0.988276
17335	MLH1	3	37050485	37050654	0.205888	3	duplication	0.978233
17335	BAP1	3	52408473	52408607	0.266832	3	duplication	0.985102
17335	APC	5	112754890	112755026	-0.761822	1	deletion	0.988903
17335	APC	5	112780789	112780904	-0.33831	1	deletion	0.97486
17335	APC	5	112801278	112801384	-0.724149	1	deletion	0.988381
17335	APC	5	112828855	112828973	0.266416	3	duplication	0.989103
17335	APC	5	112837552	112844127	-0.263097	1	deletion	0.982843
17335	PMS2	7	5977587	5977758	-0.26705	1	deletion	0.881965
17335	PMS2	7	5978595	5978697	0.240101	3	duplication	0.855539
17335	PMS2	7	5982823	5982992	0.249142	3	duplication	0.9904
17335	PMS2	7	5989799	5989956	0.318303	3	duplication	0.989191
17335	BMPR1A	10	86876018	86876086	0.248294	3	duplication	0.978677
17335	BMPR1A	10	86892126	86892230	0.263496	3	duplication	0.988381
17335	PTEN	10	87864469	87864549	0.250533	3	duplication	0.978553
17335	PTEN	10	87925512	87925558	-0.942684	1	deletion	0.968372
17335	PTEN	10	87931045	87931090	-1.32568	0	deletion	0.978564
17335	PTEN	10	87933012	87933252	-0.70172	1	deletion	0.993128
17335	ATM	11	108235669	108235835	0.282238	3	duplication	0.991699
17335	ATM	11	108248932	108249103	0.244538	3	duplication	0.987314
17335	ATM	11	108251836	108252032	-0.49746	1	deletion	0.988401
17335	ATM	11	108252816	108252913	-0.527931	1	deletion	0.983414
17335	ATM	11	108253813	108254040	-0.252534	1	deletion	0.992355
17335	ATM	11	108258985	108259076	0.34093	3	duplication	0.983996
17335	ATM	11	108279490	108279609	-0.435916	1	deletion	0.973875
17335	ATM	11	108280994	108281169	-0.26643	1	deletion	0.987801
17335	ATM	11	108289601	108289802	0.283239	3	duplication	0.987591
17335	ATM	11	108293312	108293478	0.227133	3	duplication	0.986051
17335	ATM	11	108301647	108301790	-0.472053	1	deletion	0.988569
17335	ATM	11	108302852	108303030	-0.531194	1	deletion	0.991079
17335	ATM	11	108310159	108310316	-0.45471	1	deletion	0.986805
17335	ATM	11	108316010	108316114	-0.363406	1	deletion	0.988651
17335	ATM	11	108317372	108317522	0.259599	3	duplication	0.98267
17335	ATM	11	108325309	108325545	-0.610415	1	deletion	0.987303
17335	ATM	11	108329020	108329239	0.204508	3	duplication	0.991528
17335	ATM	11	108333885	108333969	-0.328314	1	deletion	0.988245
17335	ATM	11	108334968	108335110	-0.443706	1	deletion	0.985794
17335	ATM	11	108345742	108345909	-0.284546	1	deletion	0.99017
17335	ATM	11	108347278	108347366	-0.60624	1	deletion	0.991069
17335	HNF1A	12	120993519	120993707	-0.288849	1	deletion	0.779522
17335	BRCA2	13	32316460	32316528	0.400298	3	duplication	0.983954
17335	BRCA2	13	32326100	32326151	0.226469	3	duplication	0.977169
17335	BRCA2	13	32330918	32331031	0.386536	3	duplication	0.980278
17335	BRCA2	13	32336264	32341197	-0.382721	1	deletion	0.982009
17335	BRCA2	13	32344557	32344654	-0.621772	1	deletion	0.989553
17335	BRCA2	13	32346826	32346897	-0.695903	1	deletion	0.986603
17335	BRCA2	13	32354860	32355289	-1.00982	1	deletion	0.98846
17335	BRCA2	13	32356427	32356610	-0.80377	1	deletion	0.990602
17335	BRCA2	13	32357741	32357930	-0.868635	1	deletion	0.991894
17335	BRCA2	13	32363178	32363534	-0.376282	1	deletion	0.989084
17335	BRCA2	13	32370401	32370558	0.330484	3	duplication	0.98936
17335	BRCA2	13	32379316	32379516	-0.391669	1	deletion	0.940274
17335	RB1	13	48307279	48307407	0.233648	3	duplication	0.985679
17335	RB1	13	48342598	48342715	-0.671949	1	deletion	0.982828
17335	RB1	13	48347824	48347864	-0.875546	1	deletion	0.955296
17335	RB1	13	48348955	48349024	-0.953731	1	deletion	0.966326
17335	RB1	13	48360016	48360128	-0.776782	1	deletion	0.991778
17335	RB1	13	48368526	48368605	0.219393	3	duplication	0.988509
17335	RB1	13	48373404	48373493	-0.356907	1	deletion	0.986779
17335	RB1	13	48379593	48379651	0.591324	3	duplication	0.966168
17335	RB1	13	48380052	48380085	0.434041	3	duplication	0.924512
17335	RB1	13	48380164	48380242	0.310977	3	duplication	0.947627
17335	RB1	13	48381246	48381444	-0.358875	1	deletion	0.984769
17335	RB1	13	48452992	48453112	-0.701222	1	deletion	0.988591
17335	RB1	13	48473359	48473391	-0.295373	1	deletion	0.984752
17335	RB1	13	48476700	48476844	-0.531306	1	deletion	0.988142
17335	RB1	13	48477354	48477405	-0.443202	1	deletion	0.923832
17335	RB1	13	48479997	48480072	-0.326262	1	deletion	0.980584
17335	PALB2	16	23622968	23623131	0.243004	3	duplication	0.984968
17335	PALB2	16	23629203	23629276	0.208075	3	duplication	0.983412
17335	PALB2	16	23637849	23637953	0.294665	3	duplication	0.987365
17335	PALB2	16	23638069	23638130	0.242168	3	duplication	0.983263
17335	TP53	17	7676381	7676404	0.317251	3	duplication	0.975414
17335	NF1	17	31181421	31181490	-0.380322	1	deletion	0.987308
17335	NF1	17	31181709	31181786	-0.314243	1	deletion	0.972738
17335	NF1	17	31182507	31182666	-0.415949	1	deletion	0.988379
17335	NF1	17	31201036	31201160	-0.335004	1	deletion	0.99102
17335	NF1	17	31201410	31201486	-0.291007	1	deletion	0.974637
17335	NF1	17	31206239	31206372	-0.574399	1	deletion	0.983471
17335	NF1	17	31221849	31221930	-0.831793	1	deletion	0.97936
17335	NF1	17	31223443	31223568	-0.693221	1	deletion	0.984832
17335	NF1	17	31225094	31225251	-0.57424	1	deletion	0.990609
17335	NF1	17	31229834	31229975	-0.285764	1	deletion	0.972356
17335	NF1	17	31230259	31230383	-0.459738	1	deletion	0.983722
17335	NF1	17	31230841	31230926	-0.398855	1	deletion	0.981136
17335	NF1	17	31252937	31253001	-0.337035	1	deletion	0.986155
17335	NF1	17	31258343	31258503	-0.454514	1	deletion	0.984332
17335	NF1	17	31259031	31259130	-0.378447	1	deletion	0.985817
17335	NF1	17	31336634	31336915	-0.299745	1	deletion	0.982831
17335	NF1	17	31337367	31337583	-0.486666	1	deletion	0.990402
17335	NF1	17	31337818	31337881	-0.776366	1	deletion	0.986201
17335	NF1	17	31338024	31338140	-0.77856	1	deletion	0.9757
17335	NF1	17	31338703	31338806	-0.765527	1	deletion	0.988867
17335	NF1	17	31343008	31343136	0.337982	3	duplication	0.987603
17335	NF1	17	31349119	31349252	-0.482265	1	deletion	0.98941
17335	NF1	17	31350182	31350319	-0.420039	1	deletion	0.987114
17335	NF1	17	31356459	31356583	-0.300129	1	deletion	0.987636
17335	NF1	17	31356959	31357091	-0.407355	1	deletion	0.991634
17335	NF1	17	31357268	31357370	-0.280175	1	deletion	0.972267
17335	NF1	17	31358479	31358623	-0.265475	1	deletion	0.98709
17335	NF1	17	31360486	31360704	-0.291622	1	deletion	0.993172
17335	RAD51D	17	35107365	35107448	0.309745	3	duplication	0.983877
17335	RAD51D	17	35119110	35119173	0.242765	3	duplication	0.98168
17335	BRCA1	17	43063332	43063374	0.225449	3	duplication	0.967559
17335	BRCA1	17	43067607	43067696	0.342096	3	duplication	0.982604
17335	BRCA1	17	43091434	43094861	-0.307298	1	deletion	0.961649
17335	BRCA1	17	43097243	43097290	0.232534	3	duplication	0.975517
17335	BRCA1	17	43104121	43104262	0.226814	3	duplication	0.985531
17335	BRCA1	17	43106455	43106534	0.229621	3	duplication	0.979554
17335	BRCA1	17	43124016	43124097	0.338375	3	duplication	0.981732
17335	BRCA1	17	43125259	43125382	0.266701	3	duplication	0.965801
17335	RAD51C	17	58694930	58695190	0.206817	3	duplication	0.990466
17335	RAD51C	17	58703195	58703330	0.314008	3	duplication	0.990272
17335	RAD51C	17	58709858	58709991	0.319446	3	duplication	0.986233
17335	RAD51C	17	58720745	58720813	0.358195	3	duplication	0.973762
17335	RAD51C	17	58724039	58724101	-0.58448	1	deletion	0.983944
17335	RAD51C	17	58732483	58732545	0.316521	3	duplication	0.975562
17335	RAD51C	17	58734117	58734223	0.349872	3	duplication	0.984333
17335	BRIP1	17	61693429	61693513	-0.576604	1	deletion	0.984954
17335	BRIP1	17	61715950	61716064	-0.258869	1	deletion	0.977248
17335	BRIP1	17	61780260	61780402	0.410328	3	duplication	0.977356
17335	BRIP1	17	61793596	61793730	-0.522863	1	deletion	0.992519
17335	BRIP1	17	61799099	61799300	-1.21545	0	deletion	0.988276
17335	BRIP1	17	61801252	61801475	-0.502646	1	deletion	0.989064
17335	BRIP1	17	61808466	61808758	-0.665609	1	deletion	0.986849
17335	SMAD4	18	51059865	51059917	-0.555063	1	deletion	0.937756
17335	STK11	19	1218416	1218501	0.208157	3	duplication	0.972016
17335	CHEK2	22	28703504	28703567	0.259675	3	duplication	0.984287
17335	CHEK2	22	28710005	28710060	0.320657	3	duplication	0.980447
17335	CHEK2	22	28711908	28712018	-0.286997	1	deletion	0.973695
17335	CHEK2	22	28719394	28719486	0.394614	3	duplication	0.986168
17335	CHEK2	22	28725242	28725368	0.299777	3	duplication	0.98643
17336	SDHB	1	17044760	17044889	0.200619	3	duplication	0.979484
17336	MUTYH	1	45331419	45331557	-0.570281	1	deletion	0.799804
17336	EPCAM	2	47369505	47369582	0.484139	3	duplication	0.850654
17336	PMS2	7	5973398	5973543	-0.39811	1	deletion	0.977825
17336	PMS2	7	5997325	5997424	-0.310108	1	deletion	0.985939
17336	MEN1	11	64807178	64807220	-0.376141	1	deletion	0.929205
17336	SDHD	11	112086907	112086960	-0.526976	1	deletion	0.947525
17336	HNF1A	12	120993519	120993707	-0.602401	1	deletion	0.782161
17336	HNF1A	12	120999482	120999628	-0.399731	1	deletion	0.950134
17336	BRCA2	13	32379316	32379516	-0.281501	1	deletion	0.942833
17336	RB1	13	48348955	48349024	0.201157	3	duplication	0.970682
17336	RB1	13	48380052	48380085	0.206989	3	duplication	0.930811
17336	RB1	13	48473359	48473391	-0.829625	1	deletion	0.991149
17336	RB1	13	48476700	48476844	-0.990768	1	deletion	0.991158
17336	RB1	13	48477354	48477405	-0.638074	1	deletion	0.928899
17336	RB1	13	48479997	48480072	-0.978844	1	deletion	0.984763
17336	CDH1	16	68737415	68737464	0.236437	3	duplication	0.90495
17336	TP53	17	7670608	7670716	-0.338621	1	deletion	0.968022
17336	NF1	17	31169890	31169998	-0.267599	1	deletion	0.975093
17336	NF1	17	31181709	31181786	-0.272655	1	deletion	0.976862
17336	RAD51D	17	35119110	35119173	0.240713	3	duplication	0.986239
17336	BRCA1	17	43045677	43045803	0.256299	3	duplication	0.965576
17336	BRCA1	17	43115725	43115780	0.304533	3	duplication	0.969038
17336	RAD51C	17	58724039	58724101	0.200568	3	duplication	0.98854
17336	RAD51C	17	58732483	58732545	0.228539	3	duplication	0.980157
17336	SMAD4	18	51059865	51059917	0.262085	3	duplication	0.942775
17336	STK11	19	1221948	1222007	0.21686	3	duplication	0.98002
17336	CHEK2	22	28741757	28741856	0.2017	3	duplication	0.953952
17337	SDHB	1	17053947	17054020	-0.346315	1	deletion	0.970242
17337	MUTYH	1	45331419	45331557	-0.633909	1	deletion	0.799528
17337	MUTYH	1	45340218	45340255	0.260513	3	duplication	0.933058
17337	EPCAM	2	47373807	47374049	-0.264292	1	deletion	0.977473
17337	MLH1	3	36993547	36993664	0.326027	3	duplication	0.985498
17337	MLH1	3	36996618	36996710	0.607952	3	duplication	0.990626
17337	MLH1	3	37000954	37001054	0.610656	3	duplication	0.974738
17337	MLH1	3	37004400	37004475	0.617077	3	duplication	0.988509
17337	MLH1	3	37006990	37007064	0.500381	3	duplication	0.992255
17337	MLH1	3	37008813	37008906	0.78163	4	duplication	0.988303
17337	MLH1	3	37011819	37011863	0.591564	3	duplication	0.986659
17337	MLH1	3	37012010	37012100	0.648053	3	duplication	0.982811
17337	MLH1	3	37014431	37014545	0.65016	3	duplication	0.994856
17337	MLH1	3	37017505	37017600	0.707986	4	duplication	0.991656
17337	MLH1	3	37020309	37020464	0.638022	3	duplication	0.992156
17337	MLH1	3	37025636	37026008	0.51475	3	duplication	0.990814
17337	MLH1	3	37028783	37028933	0.523801	3	duplication	0.992808
17337	MLH1	3	37040185	37040295	0.81689	4	duplication	0.971055
17337	MLH1	3	37042267	37042332	0.688958	3	duplication	0.98363
17337	MLH1	3	37047518	37047684	0.519759	3	duplication	0.989417
17337	MLH1	3	37048516	37048610	0.612632	3	duplication	0.990425
17337	MLH1	3	37048903	37049018	0.622395	3	duplication	0.985101
17337	MLH1	3	37050485	37050654	0.489968	3	duplication	0.980767
17337	BAP1	3	52407398	52407461	0.296505	3	duplication	0.982676
17337	BMPR1A	10	86756627	86756931	0.262361	3	duplication	0.842852
17337	MEN1	11	64807178	64807220	-0.331519	1	deletion	0.928704
17337	ATM	11	108227624	108227697	-0.281794	1	deletion	0.984813
17337	ATM	11	108345742	108345909	0.243434	3	duplication	0.99272
17337	ATM	11	108365081	108365219	-0.262521	1	deletion	0.981247
17337	SDHD	11	112086907	112086960	-0.547054	1	deletion	0.947079
17337	HNF1A	12	120993519	120993707	-0.628669	1	deletion	0.781924
17337	POLE_L424V	12	132673652	132673676	0.209858	3	duplication	0.978839
17337	BRCA2	13	32379316	32379516	-0.257509	1	deletion	0.942603
17337	RB1	13	48477354	48477405	0.326978	3	duplication	0.928445
17337	CDH1	16	68737415	68737464	0.218339	3	duplication	0.904487
17337	CDH1	16	68738296	68738412	-0.283336	1	deletion	0.97988
17337	BRCA1	17	43045677	43045803	0.207631	3	duplication	0.965287
17337	BRCA1	17	43104121	43104262	0.200794	3	duplication	0.988305
17337	BRCA1	17	43106455	43106534	0.282191	3	duplication	0.983261
17337	SMAD4	18	51059865	51059917	0.221517	3	duplication	0.942325
17337	STK11	19	1221948	1222007	0.225792	3	duplication	0.979598
17338	SDHB	1	17018880	17018959	0.205648	3	duplication	0.992154
17338	MUTYH	1	45331419	45331557	-0.409837	1	deletion	0.800012
17338	MUTYH	1	45332390	45332489	-0.260609	1	deletion	0.974915
17338	EPCAM	2	47369505	47369582	0.275533	3	duplication	0.850932
17338	EPCAM	2	47373807	47374049	-0.25901	1	deletion	0.977838
17338	EPCAM	2	47377013	47377078	0.243114	3	duplication	0.981005
17338	EPCAM	2	47386571	47386614	0.265463	3	duplication	0.964933
17338	VHL	3	10141847	10142188	-0.255148	1	deletion	0.961362
17338	BAP1	3	52409841	52409879	0.242883	3	duplication	0.971319
17338	PMS2	7	5977587	5977758	0.307152	3	duplication	0.884919
17338	PMS2	7	5978595	5978697	0.366603	3	duplication	0.859363
17338	BMPR1A	10	86756627	86756931	0.310443	3	duplication	0.843178
17338	MEN1	11	64810618	64810728	-0.318946	1	deletion	0.981245
17338	ATM	11	108258985	108259076	0.200032	3	duplication	0.988045
17338	ATM	11	108287599	108287716	0.216837	3	duplication	0.990386
17338	SDHD	11	112086907	112086960	-0.445202	1	deletion	0.94786
17338	HNF1A	12	120993519	120993707	-0.311337	1	deletion	0.782339
17338	HNF1A	12	120999482	120999628	-0.257207	1	deletion	0.950336
17338	BRCA2	13	32376669	32376792	-0.25612	1	deletion	0.989947
17338	FLCN	17	17236900	17237151	-0.267207	1	deletion	0.980576
17338	NF1	17	31095309	31095370	-0.260168	1	deletion	0.960173
17338	NF1	17	31325819	31326253	-0.666699	1	deletion	0.982724
17338	NF1	17	31327498	31327840	-0.604114	1	deletion	0.993557
17338	NF1	17	31330295	31330499	-0.665552	1	deletion	0.993761
17338	NF1	17	31334837	31335032	-0.625388	1	deletion	0.990711
17338	NF1	17	31336332	31336474	-0.523252	1	deletion	0.987901
17338	NF1	17	31336634	31336915	-0.575393	1	deletion	0.985136
17338	NF1	17	31337367	31337583	-0.627664	1	deletion	0.99303
17338	NF1	17	31337818	31337881	-0.599114	1	deletion	0.991068
17338	NF1	17	31338024	31338140	-0.683458	1	deletion	0.979286
17338	NF1	17	31338703	31338806	-0.657225	1	deletion	0.992673
17338	NF1	17	31340504	31340646	-0.549295	1	deletion	0.985017
17338	NF1	17	31343008	31343136	-0.563916	1	deletion	0.991017
17338	NF1	17	31349119	31349252	-0.547263	1	deletion	0.992759
17338	NF1	17	31350182	31350319	-0.582237	1	deletion	0.990414
17338	NF1	17	31352256	31352415	-0.66084	1	deletion	0.973927
17338	NF1	17	31356459	31356583	-0.603527	1	deletion	0.991105
17338	NF1	17	31356959	31357091	-0.695453	1	deletion	0.994996
17338	NF1	17	31357268	31357370	-0.649543	1	deletion	0.976091
17338	NF1	17	31358479	31358623	-0.695643	1	deletion	0.990309
17338	NF1	17	31358968	31359016	-0.631103	1	deletion	0.948079
17338	NF1	17	31360486	31360704	-0.59652	1	deletion	0.995788
17338	RAD51C	17	58724039	58724101	0.201722	3	duplication	0.98885
17338	RAD51C	17	58734117	58734223	0.218274	3	duplication	0.988085
17338	BRIP1	17	61776400	61776563	0.210858	3	duplication	0.988015
17339	SDHB	1	17018880	17018959	0.687692	3	duplication	0.937227
17339	SDHB	1	17023972	17024075	-0.445815	1	deletion	0.940982
17339	SDHB	1	17027748	17027866	0.961992	4	duplication	0.940249
17339	SDHB	1	17028599	17028737	0.594332	3	duplication	0.946461
17339	SDHB	1	17033059	17033146	0.744539	4	duplication	0.938742
17339	SDHB	1	17044760	17044889	-0.476164	1	deletion	0.936715
17339	SDHB	1	17053947	17054020	-0.36513	1	deletion	0.913768
17339	MUTYH	1	45331181	45331335	0.26122	3	duplication	0.955364
17339	MUTYH	1	45333096	45333171	0.43096	3	duplication	0.919642
17339	MUTYH	1	45340218	45340255	-0.393221	1	deletion	0.853732
17339	EPCAM	2	47369505	47369582	-0.373983	1	deletion	0.795297
17339	EPCAM	2	47373462	47373571	0.545318	3	duplication	0.94412
17339	EPCAM	2	47373807	47374049	-0.413066	1	deletion	0.946456
17339	EPCAM	2	47375233	47375300	0.919685	4	duplication	0.930133
17339	EPCAM	2	47377013	47377078	0.954548	4	duplication	0.920451
17339	EPCAM	2	47378952	47379055	0.68302	3	duplication	0.933867
17339	EPCAM	2	47379768	47379970	0.236193	3	duplication	0.922797
17339	EPCAM	2	47385165	47385211	0.486013	3	duplication	0.91818
17339	EPCAM	2	47386571	47386614	0.205997	3	duplication	0.890483
17339	MSH2	2	47408400	47408556	1.01811	5	list(NULL)	0.954746
17339	MSH2	2	47410093	47410373	0.430356	3	duplication	0.962442
17339	MSH2	2	47412413	47412561	1.07026	5	list(NULL)	0.953325
17339	MSH2	2	47414268	47414419	1.12007	5	list(NULL)	0.937382
17339	MSH2	2	47429741	47429942	1.0352	5	list(NULL)	0.961478
17339	MSH2	2	47445547	47445658	-0.507331	1	deletion	0.939614
17339	MSH2	2	47466657	47466809	0.514212	3	duplication	0.95551
17339	MSH2	2	47470964	47471063	0.622084	3	duplication	0.926809
17339	MSH2	2	47475024	47475271	0.723211	4	duplication	0.959721
17339	MSH2	2	47476366	47476572	-0.919573	1	deletion	0.959599
17339	MSH2	2	47478271	47478520	0.916349	4	duplication	0.937232
17339	MSH2	2	47480695	47480872	0.332573	3	duplication	0.957553
17339	MSH2	2	47482778	47482950	-0.495724	1	deletion	0.956396
17339	MSH6	2	47795893	47796064	0.411435	3	duplication	0.950063
